id_deputado,nome_completo,sexo,uf,partido_atual,profissao,eleicao_ocupacao,eleicao_grau_instrucao,eleicao_partido,situacao,data_nascimento,data_falecimento,ano_inicio,data_saida,soma_documento,soma_glosa,soma_liquido
74453,Chiquinho Feitosa,,CE,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74454,Eunício Lopes De Oliveira,M,CE,PMDB,424,,,,E,1952-09-30,,1999,,493415.09,514.21,492900.88
74455,Leonardo Rosario De Alcântara,M,CE,PR,206,,,,E,1972-12-05,,1999,2007-03-12,644817.03,1250.72,643566.31
74456,Manoel Salviano Sobrinho,M,CE,PSD,402,196,Superior completo,PSDB,E,1939-09-24,,1999,2011-10-26,1532532.50,6516.73,1526015.77
74457,Moroni Torgan,,CE,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74458,Sergio Novais,,CE,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74459,Átila Freitas Lira,M,PI,PSB,66,26,Superior completo,PSB,L,1947-04-07,,1991,,571119.01,1238.61,569880.40
74460,Marcelo Costa E Castro,M,PI,PMDB,292,26,Superior completo,PMDB,E,1950-06-09,,1999,,1621806.64,9767.01,1601583.64
74461,Themístocles De Sampaio Pereira,M,PI,PMDB,0,,,,E,1921-11-12,,1999,,307833.98,9957.00,297876.98
74462,José Wellington Barroso De Araújo Dias,,PI,PT,436,,,,,,,1999,,0.00,0.00,0.00
74463,Lavoisier Maia,,RN,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74464,Múcio Sá,,RN,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74465,José Avenzoar Arruda Das Neves,,PB,PT,436,,,,,,,1999,,0.00,0.00,0.00
74466,Carlos Marques Dunga,,PB,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74467,Damião Feliciano Da Silva,M,PB,PDT,338,136,Superior completo,PDT,E,1952-04-28,,1999,,1535433.75,42079.92,1488903.83
74468,José Domiciano Cabral,,PB,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74469,Inaldo Rocha Leitão,,PB,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74470,Marcondes Iran Benevides Gadelha,M,PB,PSC,196,,,,E,1943-06-23,,1999,2009-10-14,684187.82,1233.89,682953.93
74471,André Carlos Alves De Paula Filho,M,PE,DEM,62,26,Superior completo,DEM,E,1961-07-22,,1999,2007-04-23,728932.08,18691.46,710240.62
74472,Armando De Queiroz Monteiro Neto,M,PE,PTB,319,,,,E,1952-02-24,,1999,,453571.03,4160.30,449410.73
74473,Carlos Batata,,PE,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74474,Carlos Eduardo Cintra Da Costa Pereira,M,PE,PCDOB,199,199,Superior completo,PSC,E,1940-04-23,,1999,2013-10-08,1720483.04,6213.33,1714269.71
74475,Clementino De Souza Coelho,,PE,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74476,Djalma Souto Maior Paes Júnior,,PE,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74477,Joaquim Francisco,,PE,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74478,Luciano Bivar,,PE,PSL,436,,,,,,,1999,,0.00,0.00,0.00
74479,Marcos Antônio De Barros,,PE,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74480,Francisco Appio,,RS,PP,436,,,,,,,2003,,0.00,0.00,0.00
74481,Wasny De Roure,,DF,PT,436,,,,,,,2003,,0.00,0.00,0.00
74482,Rubinelli,,SP,PT,436,90,Superior completo,PSOL,,1948-05-03,,2003,,0.00,0.00,0.00
74483,Milton Cardias,,RS,PTB,436,,,,,,,2003,,0.00,0.00,0.00
74484,Carlos Mota,,MG,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74485,Mariângela Duarte,,SP,PT,436,,,,,,,2003,,0.00,0.00,0.00
74487,Fernando William,,RJ,PSB,436,,,,,,,,,0.00,0.00,0.00
74488,José Rajão,,DF,PSDB,436,,,,,,,2003,,0.00,0.00,0.00
74489,Casara,,RO,PSDB,436,160,Ensino médio completo,PDT,,1962-05-28,,2003,,0.00,0.00,0.00
74490,Joaquim Washington Luiz De Oliveira,M,MA,PT,413,,,,S,1949-12-24,,2003,,276940.17,3277.56,273662.61
74491,José Nazareno Cardeal Fonteles,M,PI,PT,196,136,Superior completo,PT,E,1954-05-04,,2003,,1088006.69,2122.03,1085884.66
74492,Simplício Mário,,PI,PT,436,,,,,,,2003,,0.00,0.00,0.00
74493,Jurandir Bóia,,AL,PSB,436,196,Superior completo,PDT,,1942-04-12,,2003,,0.00,0.00,0.00
74494,Vadinho Baião,,MG,PT,436,,,,,,,2003,,0.00,0.00,0.00
74495,Jorge Gomes,,PE,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74496,Zarattini,,SP,PT,436,,,,,,,2003,,0.00,0.00,0.00
74497,Sérgio Caiado,,GO,PP,436,199,Superior completo,PP,,1950-01-28,,2003,,0.00,0.00,0.00
74517,Benedito De Lira,M,AL,PP,199,,,,E,1942-05-01,,1995,,482344.04,25250.68,457093.36
74518,Ceci Cunha,,,,436,,,,,,,1995,,0.00,0.00,0.00
74520,José Thomaz Nonô,,AL,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74523,Talvane Albuquerque Neto,,,,436,,,,,,,1999,,0.00,0.00,0.00
74524,Adelson Ribeiro,,SE,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74527,Cleonâncio Fonseca,,SE,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74528,Jerônimo De Oliveira Reis,M,SE,DEM,190,,,,V,1955-09-10,,1991,2007-04-23,454403.60,7742.96,446660.64
74529,José Teles,,,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74530,Marcelo Déda,,SE,PT,436,,,,,,,1995,,0.00,0.00,0.00
74533,Sérgio Barradas Carneiro,M,BA,PT,0,199,Superior completo,PT,S,1960-10-14,,2007,,805939.87,19414.09,786525.78
74534,Aroldo Cedraz De Oliveira,,BA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74535,Benito Gama,,BA,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74537,Cláudio Cajado Sampaio,M,BA,DEM,199,26,Superior completo,DEM,E,1963-12-01,,1995,,1492666.32,12014.50,1480651.82
74538,Coriolano Sousa Sales,,BA,PDT,436,199,Superior completo,PSDB,,1943-08-01,,1995,,0.00,0.00,0.00
74540,Eraldo Tinoco,,BA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74541,Eujácio Simões Viana Filho,,BA,PL,436,,,,,,,1995,,0.00,0.00,0.00
74542,Felix De Almeida Mendonça,M,BA,DEM,97,,,,E,1928-03-23,,1991,2007-04-23,648063.06,3985.49,644077.57
74544,Geddel Quadros Vieira Lima,M,BA,PMDB,272,,,,E,1959-03-18,,1991,,72267.96,2806.11,69461.85
74545,Haroldo Borges Rodrigues Lima,,BA,PCDOB,436,,,,,,,1991,,0.00,0.00,0.00
74546,Jairo Azi,,BA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74547,Jairo Alfredo Oliveira Carneiro,M,BA,PP,290,199,Superior completo,PP,E,1944-03-28,,1991,2009-08-21,110830.11,2091.83,108738.28
74548,Jaques Wagner,,BA,PT,436,,,,,,,1991,,0.00,0.00,0.00
74549,João Almeida Dos Santos,M,BA,PSDB,269,5,Superior completo,PTB,E,1946-05-23,,1991,,689510.12,5966.00,683544.12
74550,João Felipe De Souza Leão,M,BA,PP,399,26,Ensino médio completo,PP,E,1946-02-27,,1995,,1024902.60,22776.37,1002126.23
74552,Jorge Khoury Hedaye,M,BA,DEM,201,26,Superior completo,DEM,E,1949-02-16,,1991,2007-04-23,677755.77,3163.73,674592.04
74553,José Carlos Aleluia Costa,M,BA,DEM,253,,,,E,1947-12-09,,1991,2007-04-23,650910.78,38052.51,612858.27
74554,José Alves Rocha,M,BA,PR,196,26,Superior completo,PR,E,1948-08-18,,1995,,1582300.57,7224.22,1575076.35
74555,Leur Lomanto,,BA,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74556,Pedro Eugênio De Castro Toledo Cabral,M,PE,PT,266,26,Superior completo,PT,E,1949-03-29,,1999,,1557213.64,19527.60,1537686.04
74557,Ricardo Fiuza,,PE,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74558,Givaldo De Sá Gouveia,M,AL,PROS,135,26,Ensino fundamental completo,PSB,E,1957-10-14,,1999,2013-09-30,1231173.73,2017.21,1229156.52
74559,João Caldas Da Silva,M,AL,PEN,0,228,Superior completo,PSDB,S,1960-06-24,,1999,2012-07-18,90585.22,53.70,90531.52
74560,José Régis Barros Cavalcante,,AL,PPS,436,,,,,,,1999,,0.00,0.00,0.00
74561,Augusto Franco,,SE,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74562,José Ivan De Carvalho Paixão,,SE,PPS,436,,,,,,,1999,,0.00,0.00,0.00
74563,Jorge Alberto Teles Prado,M,SE,PMDB,196,,,,E,1953-04-04,,1999,,11393.59,0.00,11393.59
74564,Artur Sérgio De Almeida Reis,,SE,PMN,436,,,,,,,1999,,0.00,0.00,0.00
74565,Francistonio Alves Pinto,,BA,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74566,Geraldo Simões De Oliveira,M,BA,PT,3,26,Superior completo,PT,E,1953-11-13,,1999,,1633530.26,3449.27,1630080.99
74567,Gerson Silva Gabrielli,,BA,PFL,436,228,Superior completo,DEM,,1949-08-21,,1999,,0.00,0.00,0.00
74568,Jonival Lucas Junior,,BA,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74569,José Ronaldo,,,,436,,,,,,,1999,,0.00,0.00,0.00
74570,Jutahy Magalhães Júnior,M,BA,PSDB,199,26,Superior completo,PSDB,E,1955-10-14,,1991,,1424100.98,2623.82,1421477.16
74571,Nelson Vicente Portela Pellegrino,M,BA,PT,199,26,Superior completo,PT,E,1960-12-27,,1999,,1068299.19,6708.77,1028320.42
74572,Nilo Coelho,,BA,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74573,Paulo Braga,,BA,PFL,436,189,Ensino médio completo,PMDB,,1943-05-09,,1999,,0.00,0.00,0.00
74574,Paulo Sérgio Paranhos De Magalhães,M,BA,PSD,40,26,Superior completo,DEM,E,1952-11-28,,1999,2011-10-26,1643476.05,67469.02,1546395.21
74575,Saulo Pedrosa,,BA,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74576,Francisco Waldir Pires De Souza,,BA,PT,436,,,,,,,1991,,0.00,0.00,0.00
74577,Cabo Júlio,,MG,PST,436,,,,,,,1999,,0.00,0.00,0.00
74578,Cleuber Carneiro,,MG,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74579,Custódio Antônio De Mattos,M,MG,PSDB,64,,,,V,1948-04-03,,1999,,0.00,0.00,0.00
74580,Edmar Batista Moreira,M,MG,PR,323,26,Superior completo,PR,E,1939-09-25,,1991,2009-08-20,436591.21,410.96,436180.25
74581,Gilmar Alves Machado,M,MG,PT,229,26,Superior completo,PT,V,1961-11-06,,1999,,1201351.83,14580.40,1186771.43
74582,Glycon Terra Pinto Junior,,MG,PL,436,,,,,,,1999,,0.00,0.00,0.00
74583,Hélio Costa,,MG,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74584,José Militão,,MG,PTB,436,17,Superior incompleto,PTB,,1948-06-07,,1999,,0.00,0.00,0.00
74585,Lincoln Diniz Portela,M,MG,PR,127,26,Superior completo,PR,E,1953-11-03,,1999,,1526660.23,24171.50,1469351.60
74586,Maria Do Carmo Lara Perpétuo,F,MG,PT,270,,,,V,1954-08-18,,1999,,0.00,0.00,0.00
74587,Maria Lúcia Cardoso,F,MG,PMDB,212,,,,E,1958-11-27,,1999,,457835.58,4445.73,453389.85
74588,Olimpio Pires,,MG,PDT,436,,,,,,,1999,,0.00,0.00,0.00
74589,Pimenta Da Veiga,,MG,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74590,José Rafael Guerra Pinto Coelho,M,MG,PSDB,50,,,,E,1943-03-29,,1999,,474480.87,8196.95,466283.92
74591,Romeu Queiroz,,MG,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74592,Ronaldo Vasconcellos Novais,,MG,PL,436,,,,,,,1999,,0.00,0.00,0.00
74593,Virgílio Guimarães De Paula,M,MG,PT,45,,,,E,1949-09-05,,1999,,611287.22,11795.09,599492.13
74632,Luiz Moreira,,BA,PFL,436,,,,,,,1991,,1077.24,0.00,1077.24
74633,Manoel Figueiredo Castro,,BA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74634,Marcos Antonio Medrado,M,BA,SDD,385,26,Superior completo,PDT,E,1946-06-30,,1991,2013-10-01,1426265.05,19145.16,1407119.89
74635,Mário Sílvio Mendes Negromonte,M,BA,PP,199,199,Superior completo,PP,E,1950-07-06,,1995,,1192049.36,49612.56,1142436.80
74637,Pedro Irujo,,BA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74638,Prisco Viana,,,,436,,,,,,,1991,,0.00,0.00,0.00
74640,Roland Lavigne Do Nascimento,,BA,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74641,Severiano Alves De Souza,M,BA,PMDB,341,26,Superior completo,PMDB,E,1943-02-12,,1995,2009-10-07,595410.18,19770.30,575639.88
74644,Ursicino Queiroz,,BA,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74645,Ademir Lucas,,,,436,,,,,,,1995,,0.00,0.00,0.00
74646,Aecio Neves,,MG,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74647,Antônio Do Valle Ramos,,MG,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74648,Aracely De Paula,M,MG,PR,199,26,Superior completo,PR,E,1941-05-03,,1991,,1289899.03,15751.47,1274147.56
74650,Bonifácio José Tamm De Andrada,M,MG,PSDB,72,26,Superior completo,PSDB,E,1930-05-14,,1991,,1051510.14,7439.05,1044071.09
74651,Carlos Do Carmo Andrade Melles,M,MG,DEM,173,26,Superior completo,DEM,L,1947-03-11,,1995,,547626.15,5055.99,542570.16
74652,Carlos Eduardo Venturelli Mosconi,,MG,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74654,Danilo De Castro,,MG,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74655,Eduardo Luiz Barros Barbosa,M,MG,PSDB,196,26,Superior completo,PSDB,E,1958-08-25,,1995,,1386839.58,8957.45,1370112.19
74656,Elias Murad,,,,436,,,,,,,1991,,0.00,0.00,0.00
74657,Eliseu Resende,,MG,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74658,Fernando Alberto Diniz,M,MG,PMDB,399,,,,V,1954-02-03,2009-07-17,1991,,44054.99,115.37,43939.62
74659,Genesio Bernardino,,MG,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74660,Herculano Anghinetti,,MG,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74661,Hugo Rodrigues Da Cunha,,,,436,,,,,,,1995,,0.00,0.00,0.00
74662,Humberto Guimarães Souto,M,MG,PPS,308,199,Superior completo,PPS,E,1934-06-03,,1991,,626647.78,3039.88,623607.90
74663,Ibrahim Abi-Ackel,,MG,PPB,436,26,Superior completo,PSDB,,1963-06-21,,1991,,0.00,0.00,0.00
74665,Jaime Martins Filho,M,MG,PSD,9,26,Superior completo,PR,E,1953-06-17,,1995,2013-10-31,1361084.48,24595.83,1332770.69
74666,Jair Siqueira,,,,436,,,,,,,1995,,0.00,0.00,0.00
74667,João Domingos Fassarella,,MG,PT,436,,,,,,,1995,,0.00,0.00,0.00
74668,Walfrido Mares Guia,,MG,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74669,José Perrella De Oliveira Costa,,MG,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74670,José Carlos Fonseca Jr.,,ES,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74671,José Carlos Elias,,ES,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74672,Magno Pereira Malta,,ES,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74673,Max Freitas Mauro,,ES,PTB,436,245,Superior completo,PTB,,1968-06-24,,1999,,0.00,0.00,0.00
74674,Ricardo De Rezende Ferraço,,ES,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74675,Almerinda De Carvalho,,RJ,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74676,Carlos Alberto Rodrigues Pinto,,RJ,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74677,Cornélio Ribeiro,,RJ,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74678,José Maurício Rodrigues Garcia,,RJ,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74679,Dino Fernandes,,RJ,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74680,Heleno Augusto De Lima,,RJ,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74681,Luiz Ribeiro,,RJ,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74682,Eber Silva,,RJ,PL,436,258,Superior completo,PSB,,1961-11-20,,1999,,0.00,0.00,0.00
74683,Eduardo Da Costa Paes,,RJ,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74684,Iédio Rosa Da Silva,,RJ,PMDB,436,136,Superior completo,PSOL,,1971-06-29,,1999,,0.00,0.00,0.00
74685,João Sampaio,,RJ,PDT,436,,,,,,,1999,,0.00,0.00,0.00
74686,Jorge Ricardo Bittar,M,RJ,PT,24,26,Superior completo,PT,E,1948-10-25,,1999,,401742.10,3135.11,387556.99
74687,Luisinho,,RJ,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74688,Luiz Sérgio Nóbrega De Oliveira,M,RJ,PT,35,26,Ensino médio completo,PT,E,1958-04-09,,1999,,1030612.92,18470.33,984473.19
74689,Mattos Nascimento,,,PST,436,,,,,,,1999,,0.00,0.00,0.00
74690,Miriam Reid,,RJ,PSB,436,245,Ensino médio completo,DEM,,1956-11-06,,1999,,0.00,0.00,0.00
74691,Valdeci Paiva,,RJ,PSL,436,,,,,,,1999,,0.00,0.00,0.00
74692,Paulo César Baltazar Da Nóbrega,,RJ,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74693,Rodrigo Felinto Ibarra Epitácio Maia,M,RJ,DEM,305,26,Superior completo,DEM,E,1970-06-12,,1999,,1265706.80,17100.31,1192364.12
74694,Vivaldo Vieira Barbosa,,RJ,PDT,436,199,Superior completo,PDT,,1942-02-23,,1991,,0.00,0.00,0.00
74695,Wanderley Martins,,RJ,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74696,Alberto Pereira Mourão,M,SP,PSDB,0,228,Superior completo,PSDB,V,1954-04-26,,1999,,457078.22,6115.96,450452.26
74697,Aloizio Mercadante,,SP,PT,436,,,,,,,1991,,0.00,0.00,0.00
74698,André Benassi,,,,436,,,,,,,1999,,0.00,0.00,0.00
74699,Angela Moraes Guadagnin,,SP,PT,436,,,,,,,1999,,0.00,0.00,0.00
74700,Fleury,,SP,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74701,Antonio Palocci Filho,M,SP,PT,196,,,,L,1960-10-04,,1999,,248575.16,907.13,247668.03
74702,Vandeval Lima Dos Santos,,SP,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74703,Celso Antonio Giglio,,SP,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74704,Emerson Kapaz,,SP,PPS,436,,,,,,,1999,,0.00,0.00,0.00
74705,Evilásio Cavalcante De Farias,,SP,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74740,José Rezende,,,,436,,,,,,,1991,,0.00,0.00,0.00
74741,José Santana De Vasconcellos Moreira,M,MG,PR,334,,,,E,1939-04-10,,1991,,570139.22,19149.92,550989.30
74742,Lael Vieira Varella,M,MG,DEM,399,228,Ensino médio completo,DEM,E,1939-02-19,,1991,,1422089.34,9212.32,1388107.15
74744,Márcio Reinaldo Dias Moreira,M,MG,PP,10,26,Superior completo,PP,V,1942-11-03,,1995,,1155216.64,17018.15,1138198.49
74745,Marcos Guimaraes De Cerqueira Lima,M,MG,PMDB,0,26,Superior completo,PMDB,E,1946-06-25,,1991,,552856.91,3485.52,549371.39
74746,Maria Elvira Salles Ferreira,,MG,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74747,Mário De Oliveira,M,MG,PSC,205,26,Ensino fundamental completo,PSC,V,1945-11-03,,1991,,907141.18,15397.95,887743.23
74749,Mauro Ribeiro Lopes,M,MG,PMDB,63,26,Superior completo,PMDB,E,1936-05-24,,1995,,1428063.51,26471.97,1399166.08
74750,Newton Cardoso,M,MG,PMDB,67,228,Superior completo,PMDB,E,1938-05-22,,1995,,780999.63,17514.02,754595.11
74751,Nilmário De Miranda,M,MG,PT,0,281,Superior completo,PT,E,1947-08-11,,1991,,216242.20,1364.50,204475.84
74752,Odelmo Leão Carneiro Sobrinho,,MG,PPB,436,,,,,,,1991,,329.62,0.00,329.62
74753,Osmânio Pereira,,MG,PSDB,436,162,Ensino fundamental incompleto,PV,,1946-05-19,,1991,,0.00,0.00,0.00
74754,Paulo Gabriel Godinho Delgado,M,MG,PT,422,26,Superior completo,PT,E,1951-12-28,,1991,,317426.42,6894.40,310532.02
74756,Philemon Rodrigues,,PB,PTB,436,,,,,,,1991,,0.00,0.00,0.00
74758,Roberto Brant,,MG,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74759,Romel Anizio,,MG,PPB,436,,,,,,,1995,,0.00,0.00,0.00
74760,Ronaldo Perim,,MG,PMDB,436,162,Ensino fundamental incompleto,PV,,1946-05-19,,1991,,0.00,0.00,0.00
74762,José Saraiva Felipe,M,MG,PMDB,133,26,Superior completo,PMDB,E,1952-03-26,,1995,,1354804.80,37067.31,1317737.49
74763,Sérgio Miranda De Matos Brito,,MG,PCDOB,436,90,Superior incompleto,PDT,,1947-11-23,,1991,,0.00,0.00,0.00
74765,Silas Brasileiro,M,MG,PMDB,323,26,Superior completo,PMDB,E,1943-10-22,,1995,,503992.53,4493.16,499499.37
74767,Tilden José Santiago,,MG,PT,436,,,,,,,1991,,0.00,0.00,0.00
74768,Vittorio Medioli,,MG,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74769,Zaire Rezende,,,,436,,,,,,,1991,,0.00,0.00,0.00
74771,João Miguel Feu Rosa,,ES,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74772,João Carlos Coser,,ES,PT,436,,,,,,,1995,,0.00,0.00,0.00
74774,Luiz Buaiz,,,,436,,,,,,,1995,,0.00,0.00,0.00
74775,Luiz Durao,,ES,PDT,436,,,,,,,1995,,0.00,0.00,0.00
74776,Nilton Gomes Oliveira,,ES,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74777,Rita De Cássia Paste Camata,F,ES,PSDB,271,,,,E,1961-01-01,,1991,2009-10-27,177525.73,91.72,177434.01
74778,Gilberto Kassab,,SP,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74779,Dr. Hélio,,SP,PDT,436,228,Superior completo,PSB,,1960-11-16,,1999,,0.00,0.00,0.00
74780,Iara Bernardi,F,SP,PT,150,89,Superior completo,PT,E,1952-06-02,,1999,,293351.30,2849.41,282463.28
74781,João Herrmann Neto,M,SP,PDT,36,,,,V,1946-03-07,2009-04-12,1999,,1058.74,0.00,1058.74
74782,Jose Dirceu,,SP,PT,436,398,Superior completo,PT,,1959-02-27,,1991,,0.00,0.00,0.00
74783,Julio Francisco Semeghini Neto,M,SP,PSDB,24,398,Superior completo,PSDB,L,1956-07-25,,1999,,382917.24,2385.03,380532.21
74784,Luiza Erundina De Sousa,F,SP,PSB,59,59,Superior completo,PSB,E,1934-11-30,,1999,,1134941.81,2095.18,1132649.41
74785,Marcos Cintra Cavalcanti De Albuquerque,,SP,PL,436,,,,,,,1999,,0.00,0.00,0.00
74786,Luiz Antonio De Medeiros Neto,,SP,PFL,436,100,Ensino fundamental completo,PDT,,1948-01-23,,1999,,0.00,0.00,0.00
74787,Milton Antonio Casquel Monti,M,SP,PR,45,26,Superior completo,PR,E,1961-06-11,,1999,,1178207.20,14100.19,1164107.01
74788,Moreira Ferreira E Outros,,SP,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74789,Nello Rodolpho Giongo Filho,,SP,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74790,Rubeneuton Oliveira Lima,,SP,PDT,436,199,Superior completo,PP,,1965-04-27,,1999,,0.00,0.00,0.00
74791,Paulo Kobayashi,,SP,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74792,Luiz Carlos Da Silva,,SP,PT,436,,,,,,,1999,,0.00,0.00,0.00
74793,Ricardo José Ribeiro Berzoini,M,SP,PT,305,222,Superior incompleto,PT,E,1960-02-10,,1999,,1171354.73,10207.45,1161621.82
74794,Jose Roberto Batochio,,SP,PDT,436,,,,,,,1999,,0.00,0.00,0.00
74795,Rubens Furlan,,SP,PPS,436,,,,,,,1999,,0.00,0.00,0.00
74796,Sampaio Dória,,SP,PSDB,436,228,Superior completo,PSB,,1960-11-16,,1999,,0.00,0.00,0.00
74797,Xico Graziano,,SP,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74798,José Índio,,SP,PMDB,436,228,Superior completo,PSB,,1960-11-16,,1999,,0.00,0.00,0.00
74799,Celcita Rosa Pinheiro Da Silva,F,MT,DEM,150,,,,E,1943-12-22,,1999,,10813.91,0.00,10813.91
74800,Laudnir Lino,,MT,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74801,Wilson Pereira Dos Santos,,MT,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74802,Geraldo Magela Pereira,M,DF,PT,305,26,Superior incompleto,PT,L,1956-12-26,,1999,,491299.14,6466.26,484832.88
74803,Maria De Lourdes Abadia,,DF,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74804,Paulo Octavio,,DF,PTB,436,,,,,,,1991,,0.00,0.00,0.00
74805,Pedro Celso,,DF,PT,436,,,,,,,1999,,0.00,0.00,0.00
74806,Nelson Tadeu Filippelli,M,DF,PMDB,58,,,,V,1949-05-11,,1999,,448558.99,220.31,448338.68
74807,Euler Lázaro De Morais,,GO,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74808,Geovan Freitas,,GO,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74809,Juquinha,,GO,PL,436,,,,,,,1999,,0.00,0.00,0.00
74810,Luiz José Bittencourt,M,GO,PMDB,51,,,,E,1956-06-20,,1999,,562165.72,3779.54,558386.18
74811,Norberto Teixeira,,GO,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74812,Pedro Pinheiro Chaves,M,GO,PMDB,201,228,Superior completo,PMDB,E,1958-08-28,,1999,,1214601.20,4765.76,1209835.44
74813,Ronaldo Ramos Caiado,M,GO,DEM,221,196,Superior completo,DEM,E,1949-09-25,,1991,,1264039.30,1034.72,1262915.09
74814,Eurídio Ben-Hur Ferreira,,MS,PT,436,,,,,,,1999,,0.00,0.00,0.00
74828,Aldir Cabral,,RJ,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74829,Alexandre Aguiar Cardoso,M,RJ,PSB,196,26,Superior completo,PSB,V,1952-05-03,,1995,,149771.25,843.89,148927.36
74830,Alexandre José Dos Santos,M,RJ,PMDB,399,26,Superior completo,PMDB,E,1954-09-04,,1995,,1009032.76,10143.76,998889.00
74833,Arolde De Oliveira,M,RJ,PSD,152,26,Superior completo,DEM,E,1937-03-11,,1991,2011-10-26,1187724.22,52771.78,1134952.44
74834,Candinho Mattos,,,,436,,,,,,,1995,,0.00,0.00,0.00
74835,Carlos Augusto Alves Santana,M,RJ,PT,412,26,Superior incompleto,PT,E,1961-05-25,,1991,,555012.43,1232.25,553780.18
74838,Edson Ezequiel De Matos,M,RJ,PMDB,175,245,Superior completo,PMDB,E,1945-07-13,,1995,,758868.78,11004.36,747864.42
